Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Development),Custom field (Issue color),Custom field (Rank),Sprint,Custom field (Start date),Custom field (Story point estimate),Team Id,Team Name,Custom field (Vulnerability),Comment,Comment,Parent,Parent key,Parent summary,Status Category,Status Category Changed
Provide receiver details,QUIC-20,10186,Task,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,13/Jun/25 9:25 AM,13/Jun/25 6:25 PM,,,,0,,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i0006f:,,,,,,,,,10132,QUIC-3,Instant Delivery Request,To Do,13/Jun/25 9:25 AM
Provide sender details,QUIC-19,10184,Task,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,13/Jun/25 9:25 AM,13/Jun/25 9:25 AM,,,,0,,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i00067:,,,,,,,,,10132,QUIC-3,Instant Delivery Request,To Do,13/Jun/25 9:25 AM
Mobile calling feature,QUIC-18,10182,Task,Done,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,13/Jun/25 9:24 AM,11/Aug/25 10:57 AM,01/Jul/25 12:16 PM,,,0,"h2. Summary

The mobile calling feature allows users to call the driver to verify their location.

h2. Context

This feature is designed to enhance communication between users and drivers. It aims to improve the accuracy of location verification.

h2. Acceptance criteria

* Users must be able to initiate a call to the driver.
* The call should connect successfully to verify the driver's location.

h2. Other information

N/A",,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000sz:r,QUIC Sprint 1,,,,,,,,10132,QUIC-3,Instant Delivery Request,In Progress,11/Aug/25 10:57 AM
Rider details ,QUIC-17,10180,Task,Done,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,13/Jun/25 9:23 AM,11/Aug/25 10:56 AM,01/Jul/25 11:54 AM,,,0,"h2. Summary

The issue involves providing rider details to users. This is to help them verify the driver who is picking up their package.

h2. Context

Users need to confirm the identity of the driver for their package pickup. Providing rider details will enhance security and trust.

h2. Acceptance criteria

* Rider details must be provided to the user.
* Users should be able to verify the driver picking up their package.

h2. Other information

N/A",,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000sz:i,QUIC Sprint 1,,,,,,,,10132,QUIC-3,Instant Delivery Request,In Progress,11/Aug/25 10:56 AM
Pricing endpoint,QUIC-16,10178,Task,Done,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,13/Jun/25 9:22 AM,11/Aug/25 10:56 AM,01/Jul/25 11:46 AM,,,0,"h2. Summary

The issue involves creating a pricing endpoint. This endpoint will display the delivery price to users, helping them understand their payment obligations.

h2. Context

Currently, users do not have access to information regarding delivery prices. Implementing this endpoint will enhance user experience by providing necessary payment details.

h2. Acceptance criteria

* The pricing endpoint must return the delivery price.
* Users should be able to access the delivery price easily.

h2. Other information

N/A",,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000sz:,QUIC Sprint 1,,,,,,,,10132,QUIC-3,Instant Delivery Request,In Progress,11/Aug/25 10:56 AM
Vehicle type endpoint,QUIC-15,10176,Task,Done,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,13/Jun/25 9:21 AM,11/Aug/25 10:56 AM,01/Jul/25 11:37 AM,,,0,"h2. Summary

Create an interface for customers to view a list of vehicles. This will help them choose a vehicle based on their package.

h2. Context

The interface is needed to assist customers in selecting the appropriate vehicle.

h2. Acceptance criteria

* An interface must be created.
* The interface should display a list of vehicles.
* Customers should be able to select their vehicle of choice based on their package.

h2. Other information

N/A",,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000sy:,QUIC Sprint 1,,,,,,,,10132,QUIC-3,Instant Delivery Request,In Progress,11/Aug/25 10:56 AM
Package weight category,QUIC-14,10174,Task,Done,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,13/Jun/25 9:21 AM,11/Aug/25 10:57 AM,01/Jul/25 11:31 AM,,,0,"h2. Summary

Create a list of weight categories for packages. This will help riders determine the size of customer packages and prepare the appropriate vehicle type for pickup.

h2. Context

The issue aims to improve the efficiency of package pickups by providing clear weight categories. This will assist riders in selecting the right vehicle for different package sizes.

h2. Acceptance criteria

* A comprehensive list of weight categories for packages must be created.
* The list should be easily accessible to riders.
* The weight categories should help in determining the appropriate vehicle type for pickup.

h2. Other information

N/A",,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000t0:,QUIC Sprint 1,,,,,,,,10132,QUIC-3,Instant Delivery Request,In Progress,11/Aug/25 10:57 AM
Map view functionality ,QUIC-13,10172,Task,Done,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,13/Jun/25 9:20 AM,11/Aug/25 10:56 AM,01/Jul/25 11:21 AM,,,0,"h2. Summary

The issue involves implementing a map view functionality. This feature will allow users to see delivery and pickup locations on a map.

h2. Context

The background of this issue is to enhance user experience by providing a visual representation of delivery and pickup locations.

h2. Acceptance criteria

* Users can view delivery locations on the map.
* Users can view pickup locations on the map.

h2. Other information

N/A",,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000sx:,QUIC Sprint 1,,,,,,,,10132,QUIC-3,Instant Delivery Request,In Progress,11/Aug/25 10:56 AM
Select Pickup location,QUIC-12,10170,Task,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,13/Jun/25 9:20 AM,13/Jun/25 9:20 AM,,,,0,,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i0004n:,,,,,,,,,10132,QUIC-3,Instant Delivery Request,To Do,13/Jun/25 9:20 AM
Type Pickup location,QUIC-11,10168,Task,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,13/Jun/25 9:19 AM,13/Jun/25 9:19 AM,,,,0,,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i0004f:,,,,,,,,,10132,QUIC-3,Instant Delivery Request,To Do,13/Jun/25 9:19 AM
Create instant delivery request fields,QUIC-10,10166,Task,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,13/Jun/25 9:18 AM,19/Jun/25 9:46 AM,,,,0,"h2. Summary

Create fields for accessing the instant delivery interface. This includes the pick-up and delivery fields.

h2. Context

The issue involves setting up necessary fields for the instant delivery feature.

h2. Acceptance criteria

* Create pick-up fields.
* Create delivery fields.",,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i00047:,,,,,,,,,10132,QUIC-3,Instant Delivery Request,To Do,13/Jun/25 9:18 AM
Login to access account,QUIC-9,10138,Task,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,12/Jun/25 9:03 AM,12/Jun/25 9:07 AM,,,,0,"As a user, I want to log securely log in to my quickfleet account so that I can continue making delivery requests.

*Acceptance Criteria*

* User can securely log in to the account using the registered phone number
* User received an OTP code after providing phone number
* User phone number must match registered phone number
* User can access account after providing OTP PIN
* User remains logged in to their account unless they log out",,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i0003z:,,,,,,,,,,,,To Do,12/Jun/25 9:03 AM
OTP verification,QUIC-8,10137,Task,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,12/Jun/25 8:54 AM,12/Jun/25 9:02 AM,,,,0,"As a user, I want to receive and input an OTP PIN during sign up so that I can verify my phone number.

*Acceptance Criteria*

* User receives OTP PIN after inputting their phone number
* OTP PIN is sent directly to the user phone number
* User is prompted to input OTP PIN in the input field
* User can input OTP PIN during sign-up after receiving code
* User can click continue button after providing code for verification
* User is verified after providing OTP PIN
* User can request resend if OTP PIN is not sent",,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i0003r:,,,,,,,,,,,,To Do,12/Jun/25 8:54 AM
Enables the user to make payment for all delivery requests,QUIC-7,10136,Epic,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,12/Jun/25 8:11 AM,12/Jun/25 8:11 AM,,,,0,,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i0003j:,,,,,,,,,,,,To Do,12/Jun/25 8:11 AM
Customer Account Profile,QUIC-6,10135,Epic,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,12/Jun/25 8:10 AM,01/Jul/25 11:00 AM,01/Jul/25 10:59 AM,,,0,,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i0003b:,,,,,,,,,,,,To Do,12/Jun/25 8:10 AM
Allows user to access delivery request feature and order history via the homepage,QUIC-5,10134,Epic,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,12/Jun/25 8:09 AM,12/Jun/25 8:09 AM,,,,0,,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i00033:,,,,,,,,,,,,To Do,12/Jun/25 8:09 AM
Schedule Delivery Request,QUIC-4,10133,Epic,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,12/Jun/25 8:06 AM,12/Jun/25 9:33 AM,,,,0,"Provides the user with the ability to schedule delivery through the customer app.

We want the user to be able to make an instant delivery request via the customer app. 

This request allows user to request package pickup and delivery within the required time. 

*Product Requirement*

* User can initiate instant delivery request.
* User can type and select pick-up location
* User can select delivery location
* User can select delivery location via map 
* User can select from a list of automatically suggested pickup locations
* User can select from a list of automatically suggested delivery locations
* User can specify package weight details (Small, Medium, Large)
* User can describe package details from a list of categories
* User can describe the package in a description field
* User provides sender details (Name & Phone No)
* User provides receiver details (Name & Phone No)
* User can select vehicle type (Bike, Car, Van, Truck)
* User can choose delivery type
* User can select payment method and type
* User can search for a rider
* User is matched with a rider after searching
* User can see rider details
* User can see estimated rider arrival details
* User can chat with the rider after being matched
* User can share pickup code with rider
* User can share ride details
* System should calculate the estimated delivery fare
* System shows available driver/truck types
* User confirms and submits the request
* User can cancel delivery request



*Design Requirement*

*Engineering Requirement*",,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},green,0|i0002v:,,,,,,,,,,,,To Do,12/Jun/25 8:06 AM
Instant Delivery Request,QUIC-3,10132,Epic,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,12/Jun/25 8:01 AM,24/Jun/25 9:10 AM,,,,0,"Provides the user with the ability to request instant package pickup through the customer app.

We want the user to be able to make an instant delivery request via the customer app. 

This request allows user to request package pickup and delivery within the required time. 

*Product Requirement*

* User can initiate instant delivery request.
* User can type and select pick-up location
* User can select delivery location
* User can select delivery location via map 
* User can select from a list of automatically suggested pickup locations
* User can select from a list of automatically suggested delivery locations
* User can specify package weight details (Small, Medium, Large)
* User can describe package details from a list of categories
* User can describe the package in a description field
* User provides sender details (Name & Phone No)
* User provides receiver details (Name & Phone No)
* User can select vehicle type (Bike, Car, Van, Truck)
* User can choose delivery type
* User can select payment method and type
* User can search for a rider
* User is matched with a rider after searching
* User can see rider details
* User can see estimated rider arrival details
* User can chat with the rider after being matched
* User can share pickup code with rider
* User can share ride details
* System should calculate the estimated delivery fare
* System shows available driver/truck types
* User confirms and submits the request
* User can cancel delivery request



*Design Requirement*

*Engineering Requirement*",,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i0002n:,,,,648c4d1c-d8e0-49f8-84d6-25bf3547db4a,Dev Team,,,,,,,To Do,12/Jun/25 8:01 AM
 User Authentication & Login,QUIC-2,10101,Epic,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,11/Jun/25 10:05 AM,12/Jun/25 8:46 AM,01/Jul/25 12:19 PM,,,0,Allows users to register their details before sending packages and requesting deliveries on the app.,,,,,,,,,,,,,,,,{},purple,0|i0002f:,,,,648c4d1c-d8e0-49f8-84d6-25bf3547db4a,Dev Team,,,,,,,To Do,11/Jun/25 10:05 AM
Sign up with phone number,QUIC-1,10100,Task,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,11/Jun/25 9:50 AM,12/Jun/25 8:54 AM,,,,0,"_As a user, I want to sign up with my phone number so that I can link my number to my Quickfleet account._

*Acceptance Criteria:*

* User provides a valid phone number to sign up
* User phone number should be registered with a Nigerian phone service provider.
* User phone number can receive messages
* User phone number must be 11 digits
* Nigerian country code is provided along side phone number",,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i00027:,,,,,,,,,,,,To Do,11/Jun/25 9:50 AM
